,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,44,0,0.0,3.1622776601683795,72.3394774656273,7.0710678118654755,12.36931687685298,20.09975124224178,20.024984394500787,27.202941017470888,49.72926703662542,37.36308338453881,34.5,33.0,26.0,3.5,18.5,4.5,0.5,13.038404810405298,13.341664064126334,12.5,25.0,38.0,29.427877939124322
1,44,1,0.0333666666666666,6.082762530298219,75.23961722390672,5.0990195135927845,11.180339887498949,21.095023109728988,21.02379604162864,26.92582403567252,49.24428900898052,38.07886552931954,34.0,31.0,25.0,2.0,20.0,7.0,1.0,13.038404810405298,14.560219778561036,13.5,26.0,40.0,28.442925306655784
2,44,2,0.0667333333333332,5.0990195135927845,73.24616030891995,6.082762530298219,13.341664064126334,21.02379604162864,21.02379604162864,25.96150997149434,50.44799302251776,37.107950630558946,33.5,30.0,24.0,2.0,22.0,7.0,2.0,12.041594578792296,14.317821063276353,13.0,26.0,39.0,32.38826948140329
3,44,3,0.1000999999999998,4.123105625617661,72.24956747275377,7.0710678118654755,13.152946437965905,20.024984394500787,20.024984394500787,25.96150997149434,50.21951811795888,37.107950630558946,34.0,31.0,25.0,3.0,21.0,6.0,2.0,13.038404810405298,14.317821063276353,13.5,27.0,38.0,28.442925306655784
4,44,4,0.1334666666666664,5.385164807134504,73.24616030891995,6.082762530298219,12.165525060596439,21.02379604162864,21.02379604162864,26.92582403567252,50.44799302251776,38.3275357934736,34.5,32.0,26.0,3.0,20.0,6.0,1.0,13.038404810405298,14.317821063276353,13.0,27.0,36.0,30.265491900843113
5,44,5,0.166833333333333,4.123105625617661,72.3394774656273,6.082762530298219,12.165525060596439,21.02379604162864,21.02379604162864,26.92582403567252,49.24428900898052,37.107950630558946,34.0,32.0,25.0,2.5,19.5,5.5,1.5,13.038404810405298,14.317821063276353,13.5,27.0,39.0,31.400636936215164
6,44,6,0.2001999999999996,3.1622776601683795,71.25307010929424,7.0710678118654755,12.041594578792296,19.1049731745428,19.1049731745428,26.92582403567252,49.03060268852505,37.107950630558946,34.5,32.0,26.0,3.0,19.0,6.0,1.0,12.0,13.341664064126334,12.5,27.0,37.0,31.25699921617557
7,44,7,0.2335666666666662,4.123105625617661,70.178344238091,6.082762530298219,11.180339887498949,19.026297590440446,19.026297590440446,26.68332812825267,48.05205510693585,36.87817782917155,34.0,32.0,27.0,3.5,17.5,4.5,0.5,13.038404810405298,12.36931687685298,12.0,26.0,33.0,28.442925306655784
8,44,8,0.2669333333333328,2.23606797749979,67.1863081289633,6.082762530298219,13.038404810405298,21.02379604162864,21.02379604162864,25.96150997149434,47.07440918375928,34.20526275297414,32.0,31.0,26.0,3.5,17.5,3.5,0.5,12.041594578792296,12.165525060596439,11.0,25.0,31.0,28.284271247461902
9,44,9,0.3002999999999994,3.0,72.17340230306452,6.082762530298219,13.152946437965905,23.021728866442675,23.08679276123039,25.96150997149434,48.05205510693585,34.92849839314596,32.5,32.0,27.0,4.5,17.5,2.5,0.5,9.219544457292887,10.198039027185569,9.5,26.0,35.0,28.442925306655784
10,44,10,0.333666666666666,3.0,72.11102550927978,6.082762530298219,14.035668847618199,22.02271554554524,23.021728866442675,26.68332812825267,49.64876634922564,35.6931365951495,33.5,32.0,28.0,4.0,19.0,3.0,0.0,6.324555320336759,8.06225774829855,7.5,27.0,36.0,29.274562336608895
11,44,11,0.3670333333333326,2.0,71.06335201775947,7.0710678118654755,15.033296378372908,21.0,21.02379604162864,25.495097567963924,49.49747468305833,34.52535300326414,33.0,31.0,28.0,4.5,19.5,3.5,0.5,7.0710678118654755,8.06225774829855,8.0,27.0,34.0,27.073972741361768
12,44,12,0.4003999999999992,3.0,71.06335201775947,7.0710678118654755,14.0,21.02379604162864,21.0,24.515301344262525,48.373546489791295,34.52535300326414,32.5,31.0,28.0,5.5,18.5,2.5,0.5,10.0,11.045361017187261,10.5,28.0,32.0,29.154759474226502
13,44,13,0.4337666666666658,2.0,71.02816342831905,7.0,14.035668847618199,20.024984394500787,20.0,26.476404589747453,49.36598018878993,35.35533905932738,34.0,33.0,31.0,6.0,17.0,1.0,1.0,12.0,12.041594578792296,12.0,29.0,32.0,30.066592756745816
14,44,14,0.4671333333333324,2.23606797749979,71.00704190430693,6.082762530298219,14.0,20.0,21.0,27.294688127912362,49.16299421312742,35.22782990761707,34.0,32.0,31.0,4.5,17.5,1.5,0.5,11.0,12.041594578792296,12.0,29.0,30.0,30.0
15,44,15,0.5004999999999991,2.23606797749979,71.00704190430693,6.082762530298219,15.0,20.0,21.02379604162864,26.30589287593181,49.16299421312742,34.23448553724738,33.0,31.0,30.0,4.5,18.5,1.5,0.5,12.0,13.038404810405298,12.5,30.0,31.0,30.066592756745816
16,44,16,0.5338666666666656,2.0,73.0,6.0,16.0,20.0,20.0,26.30589287593181,50.15974481593781,34.23448553724738,33.0,31.0,31.0,5.0,19.0,1.0,0.0,11.0,12.041594578792296,11.0,30.0,28.0,33.015148038438355
17,44,17,0.5672333333333321,2.23606797749979,72.0,7.0710678118654755,15.033296378372908,21.02379604162864,22.02271554554524,26.1725046566048,50.15974481593781,35.12833614050059,34.0,32.0,32.0,6.0,18.0,1.0,0.0,14.0,13.038404810405298,13.5,31.0,31.0,31.0
