,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,149,D,L,museu_da_pessoa_2_others_1,720,1280,1.3,29.97002997002997,38,0.0333666666666666
