,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,89,D,I,jQfVn2zakKQ,720,1280,514.0,29.97002997002997,15404,0.03336666666666667
