,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,218,4.0,30.14962686336267,3.1622776601683795,6.082762530298219,8.06225774829855,9.055385138137417,6.082762530298219,19.235384061671343,13.152946437965905,11.0,13.0,10.0,5.5,7.5,1.5,2.5,4.0,3.1622776601683795,3.5,9.0,12.0,10.0
1,219,3.0,30.066592756745816,3.1622776601683795,5.0990195135927845,8.06225774829855,9.0,6.082762530298219,17.26267650163207,12.165525060596439,10.5,12.0,10.0,5.0,6.0,1.0,2.0,4.0,3.0,3.5,8.0,10.0,11.0
2,220,3.0,28.0178514522438,3.0,5.0990195135927845,8.06225774829855,9.0,6.324555320336759,17.26267650163207,12.165525060596439,10.5,11.0,10.0,4.5,6.5,0.5,2.5,3.0,3.0,3.0,8.0,10.0,10.0
3,221,1.0,28.0178514522438,3.0,6.082762530298219,8.06225774829855,9.0,6.324555320336759,16.278820596099706,10.198039027185569,9.5,10.0,9.0,3.5,6.5,0.5,1.5,3.0,3.0,3.0,8.0,9.0,9.055385138137417
4,222,2.0,27.018512172212592,3.0,5.0,7.0,8.0,5.385164807134504,15.132745950421556,10.198039027185569,9.0,10.0,9.0,4.5,5.5,0.5,1.5,3.0,3.0,3.5,8.0,9.0,8.06225774829855
5,223,2.0,26.019223662515376,3.0,4.123105625617661,8.0,8.0,5.385164807134504,14.317821063276353,10.198039027185569,9.0,10.0,9.0,4.5,4.5,0.5,1.5,3.0,3.0,3.0,7.0,8.0,8.0
6,224,2.0,24.020824298928627,2.0,4.0,8.0,7.0,6.324555320336759,14.142135623730951,10.198039027185569,9.0,10.0,9.0,3.5,4.5,0.5,1.5,3.1622776601683795,3.0,3.0,7.0,8.0,9.0
7,225,1.0,24.020824298928627,3.0,5.0990195135927845,6.082762530298219,7.0710678118654755,5.0990195135927845,14.142135623730951,9.055385138137417,8.5,10.0,9.0,4.5,4.5,0.5,2.5,3.0,3.0,3.0,7.0,8.0,8.0
8,226,1.0,23.021728866442675,3.0,5.0990195135927845,6.082762530298219,7.0,5.385164807134504,14.317821063276353,9.219544457292887,8.5,10.0,9.0,4.5,4.5,0.5,2.5,2.23606797749979,2.0,2.0,7.0,7.0,7.0
9,227,1.0,22.02271554554524,3.0,4.123105625617661,6.082762530298219,7.0,4.47213595499958,12.36931687685298,8.246211251235321,7.5,9.0,8.0,4.5,3.5,0.5,2.5,3.0,2.0,2.5,7.0,8.0,7.0710678118654755
10,228,0.0,23.0,3.1622776601683795,5.0,7.0710678118654755,6.0,4.123105625617661,12.165525060596439,7.280109889280518,7.0,8.0,8.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,6.0,7.0,7.0
11,229,1.0,20.024984394500787,3.0,4.0,6.0,6.0,3.605551275463989,11.180339887498949,7.280109889280518,6.5,8.0,7.0,4.5,3.5,0.5,1.5,3.0,3.0,3.0,7.0,7.0,7.0
12,230,1.0,18.110770276274835,3.1622776601683795,4.0,5.0,6.0,3.1622776601683795,11.180339887498949,7.280109889280518,6.5,9.0,7.0,5.0,3.0,1.0,2.0,2.0,2.0,2.5,6.0,7.0,6.082762530298219
13,231,1.0,20.024984394500787,3.0,4.123105625617661,5.0990195135927845,6.0,4.47213595499958,12.36931687685298,8.246211251235321,7.5,8.0,7.0,3.5,4.5,0.5,1.5,2.0,2.0,2.0,5.0,6.0,6.0
14,232,1.0,14.142135623730951,2.0,4.0,5.0,4.123105625617661,6.082762530298219,12.165525060596439,8.246211251235321,8.0,12.0,10.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,6.0,6.0
15,311,11.045361017187261,64.77653896280658,3.1622776601683795,6.324555320336759,15.132745950421556,17.11724276862369,13.152946437965905,33.54101966249684,27.294688127912362,21.5,14.0,24.0,6.0,14.0,7.0,2.0,6.082762530298219,6.324555320336759,5.5,24.0,7.0,17.46424919657298
16,325,5.0990195135927845,46.389654018972806,6.082762530298219,8.06225774829855,10.198039027185569,11.180339887498949,13.152946437965905,32.01562118716424,24.08318915758459,21.5,24.0,18.0,8.0,11.0,4.0,3.0,9.055385138137417,9.055385138137417,10.0,14.0,23.0,25.079872407968907
17,326,2.23606797749979,46.52956049652737,6.082762530298219,8.0,10.198039027185569,11.40175425099138,14.035668847618199,30.01666203960727,22.02271554554524,21.0,25.0,18.0,7.5,8.5,1.5,2.5,9.0,9.055385138137417,9.0,12.0,21.0,29.154759474226502
18,366,6.0,42.190046219457976,4.123105625617661,8.06225774829855,11.045361017187261,12.041594578792296,10.04987562112089,28.160255680657446,20.09975124224178,17.0,13.0,9.0,1.0,17.0,8.0,2.0,1.0,2.8284271247461903,1.5,12.0,20.0,18.110770276274835
19,367,4.0,38.3275357934736,4.123105625617661,8.06225774829855,10.04987562112089,11.045361017187261,11.180339887498949,27.294688127912362,19.235384061671343,17.0,14.0,9.0,0.5,15.5,6.5,2.5,2.0,2.8284271247461903,1.5,12.0,19.0,18.24828759089466
20,368,5.0990195135927845,37.21558813185679,3.1622776601683795,8.06225774829855,10.04987562112089,11.0,11.180339887498949,27.459060435491963,19.4164878389476,16.5,13.0,9.0,0.0,16.0,7.0,2.0,1.4142135623730951,2.23606797749979,2.0,11.0,18.0,19.1049731745428
