,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,258,D,L,How_to_Sell_Yourself_Effectively_in_the_Interview_others_1,720,1280,1.03,29.97002997002997,30,0.0333666666666666
