,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,15,D,I,2q_eNp4mDGU_others_1,720,1280,0.83,29.97002997002997,24,0.03336666666666667
