,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,125,0,0.0,5.0,85.00588214941364,4.0,11.0,22.090722034374522,23.021728866442675,30.14962686336267,50.08991914547278,39.11521443121589,36.5,34.0,33.0,3.5,16.5,4.5,1.5,8.06225774829855,8.06225774829855,9.0,32.0,31.0,28.0
1,125,1,0.0333666666666666,1.0,85.0235261559999,6.082762530298219,13.0,22.090722034374522,23.021728866442675,30.14962686336267,50.15974481593781,37.21558813185679,36.5,35.0,33.0,4.0,16.0,2.0,1.0,9.0,10.04987562112089,10.5,33.0,32.0,35.014282800023196
2,125,2,0.0667333333333332,2.23606797749979,84.02380615040002,5.0,13.0,20.09975124224178,22.02271554554524,30.265491900843113,50.08991914547278,37.12142238654117,36.0,34.0,32.0,3.0,17.0,3.0,1.0,7.0710678118654755,6.082762530298219,7.0,33.0,33.0,35.0
3,125,3,0.1000999999999998,2.23606797749979,84.00595217006948,5.0,14.035668847618199,21.095023109728988,23.021728866442675,30.066592756745816,51.03920062069938,37.013511046643494,36.0,34.0,33.0,3.5,17.5,2.5,1.5,7.0,7.0710678118654755,7.5,34.0,33.0,33.0
4,125,4,0.1334666666666664,4.123105625617661,83.0,6.0,16.0312195418814,22.02271554554524,24.020824298928627,30.066592756745816,56.0357029044876,40.01249804748511,38.0,35.0,35.0,5.0,21.0,4.0,1.0,8.0,7.0710678118654755,8.0,35.0,35.0,40.049968789001575
5,125,5,0.166833333333333,3.1622776601683795,82.00609733428362,6.082762530298219,16.0312195418814,20.09975124224178,22.02271554554524,30.066592756745816,55.08175741568164,39.05124837953327,37.5,36.0,35.0,5.5,19.5,2.5,2.5,8.0,8.06225774829855,8.5,37.0,36.0,39.05124837953327
6,125,6,0.2001999999999996,3.0,82.0,6.0,17.0,21.02379604162864,23.021728866442675,30.14962686336267,56.08029957123981,39.11521443121589,37.5,35.0,35.0,5.0,21.0,3.0,1.0,9.0,8.0,8.5,38.0,38.0,38.01315561749642
7,125,7,0.2335666666666662,7.0,81.00617260431454,5.0990195135927845,15.0,22.02271554554524,23.021728866442675,31.064449134018133,58.077534382926416,43.104524124504614,39.5,36.0,37.0,5.5,21.5,5.5,2.5,11.0,11.045361017187261,11.5,41.0,40.0,41.0
8,125,8,0.2669333333333328,7.0,82.0,6.0,16.0312195418814,21.02379604162864,23.021728866442675,31.25699921617557,60.207972893961475,44.181444068749045,40.5,38.0,38.0,7.0,22.0,6.0,3.0,11.0,10.04987562112089,11.0,41.0,40.0,38.01315561749642
9,125,9,0.3002999999999994,11.045361017187261,82.00609733428362,6.0,16.0312195418814,21.02379604162864,23.0,31.25699921617557,64.28063471995279,48.25971404805462,42.5,38.0,39.0,7.5,25.5,8.5,3.5,12.041594578792296,11.0,11.5,40.0,39.0,36.013886210738214
10,125,10,0.333666666666666,4.0,83.02409288875127,7.0710678118654755,17.029386365926403,21.02379604162864,23.0,30.265491900843113,58.309518948453004,41.30375285612676,39.0,36.0,38.0,7.0,21.0,3.0,2.0,12.0,12.0,12.5,41.0,40.0,42.01190307520001
11,125,11,0.3670333333333326,4.0,82.0,6.082762530298219,15.0,21.0,24.0,29.068883707497267,54.08326913195984,39.11521443121589,37.0,36.0,36.0,7.0,18.0,1.0,2.0,12.041594578792296,12.041594578792296,12.5,39.0,38.0,40.0
12,125,12,0.4003999999999992,4.0,83.00602387778854,7.0710678118654755,16.0,21.02379604162864,23.021728866442675,29.068883707497267,56.08029957123981,40.11234224026316,38.0,36.0,37.0,7.5,19.5,2.5,2.5,10.04987562112089,9.0,10.0,38.0,37.0,43.01162633521314
13,125,13,0.4337666666666658,6.082762530298219,84.00595217006948,7.0710678118654755,18.0,23.021728866442675,25.0,28.071337695236398,59.033888572581766,41.048751503547585,38.0,36.0,37.0,8.5,22.5,3.5,3.5,5.0,6.324555320336759,6.5,39.0,36.0,44.01136216933077
14,125,14,0.4671333333333324,6.082762530298219,88.02272433866155,7.0710678118654755,17.029386365926403,26.019223662515376,28.0,27.018512172212592,57.0350769263968,40.01249804748511,37.0,34.0,36.0,8.0,22.0,3.0,3.0,6.0,6.324555320336759,6.0,40.0,36.0,41.012193308819754
15,125,15,0.5004999999999991,5.385164807134504,87.02298546935747,6.0,17.029386365926403,25.019992006393608,26.019223662515376,27.018512172212592,55.0,38.01315561749642,35.5,33.0,35.0,7.0,21.0,3.0,3.0,7.0710678118654755,7.0710678118654755,7.5,38.0,34.0,37.0
16,125,16,0.5338666666666656,4.123105625617661,89.02246907382428,6.0,16.0312195418814,26.019223662515376,26.0,28.0178514522438,54.00925846556311,38.0,36.0,33.0,35.0,6.0,20.0,2.0,2.0,6.0,6.324555320336759,6.0,40.0,35.0,42.01190307520001
17,125,17,0.5672333333333321,3.1622776601683795,89.05054744357274,7.0710678118654755,17.029386365926403,25.019992006393608,27.018512172212592,28.0,55.00909015790027,38.0,36.5,32.0,35.0,5.5,21.5,2.5,1.5,7.0710678118654755,7.280109889280518,7.0,41.0,33.0,41.19465984809196
