,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,0,16.0,120.00416659433121,11.045361017187261,28.0178514522438,32.0,36.013886210738214,37.013511046643494,92.04890004774636,64.03124237432849,56.0,45.0,44.0,7.5,47.5,16.5,1.5,17.029386365926403,17.029386365926403,17.0,59.0,58.0,63.00793600809346
1,1,23.08679276123039,121.01652779682617,11.0,27.018512172212592,33.0,37.0,38.05259518088089,99.12618221237011,72.11102550927978,60.5,49.0,47.0,10.0,51.0,20.0,1.0,16.0,16.0312195418814,16.0,58.0,57.0,67.0
2,2,26.019223662515376,123.01625908797584,12.0,28.0178514522438,32.0,36.0,37.05401462729781,103.07764064044152,75.05997601918082,62.0,49.0,47.0,11.0,55.0,23.0,1.0,18.027756377319946,17.029386365926403,17.5,59.0,59.0,66.007575322837
3,3,27.018512172212592,121.00413216084813,12.041594578792296,27.018512172212592,33.0,36.013886210738214,38.01315561749642,104.0768946500615,77.05841939723393,63.5,49.0,48.0,10.5,55.5,24.5,0.5,17.029386365926403,16.0312195418814,16.5,59.0,56.0,61.07372593840988
4,4,27.018512172212592,121.00413216084813,12.041594578792296,28.0178514522438,33.015148038438355,37.0,37.013511046643494,104.0768946500615,76.05918747922567,62.5,49.0,48.0,11.5,55.5,24.5,0.5,17.029386365926403,16.0312195418814,16.0,59.0,57.0,66.03029607687671
5,5,29.017236257093817,122.01639234135715,12.041594578792296,27.018512172212592,34.0,38.0,38.01315561749642,106.07544484940895,79.05694150420949,64.5,51.0,49.0,12.0,56.0,25.0,2.0,17.029386365926403,17.029386365926403,17.0,58.0,55.0,63.0317380372777
6,6,31.064449134018133,122.01639234135715,12.0,28.0,33.0,37.0,38.01315561749642,109.04127658827184,81.05553651663777,65.5,52.0,50.0,13.0,58.0,27.0,3.0,16.0312195418814,15.0,15.0,59.0,57.0,64.00781202322104
7,7,36.013886210738214,122.01639234135715,12.041594578792296,27.018512172212592,35.0,38.01315561749642,39.0,114.03946685248927,87.02298546935747,69.0,55.0,53.0,15.0,60.0,30.0,5.0,16.0312195418814,16.0,16.5,59.0,56.0,65.00769185258002
8,8,29.017236257093817,121.00413216084813,12.041594578792296,28.0178514522438,34.0,38.0,38.01315561749642,107.07474025184464,79.05694150420949,64.5,53.0,52.0,14.5,54.5,23.5,4.5,16.0312195418814,15.0,15.5,58.0,57.0,66.007575322837
9,9,24.020824298928627,122.01639234135715,11.045361017187261,25.0,33.015148038438355,36.0,37.013511046643494,97.04638066409278,72.06247289678588,60.0,51.0,49.0,13.0,47.0,20.0,3.0,15.033296378372908,16.0,16.0,58.0,57.0,66.007575322837
10,10,20.024984394500787,119.01680553602503,12.0,27.0,32.01562118716424,35.014282800023196,36.013886210738214,95.02105029939419,68.0294054067798,58.0,53.0,51.0,16.0,43.0,13.0,5.0,15.0,15.0,15.5,59.0,57.0,66.03029607687671
11,11,25.019992006393608,114.10959644131601,11.045361017187261,23.021728866442675,31.0,33.015148038438355,37.013511046643494,96.08329719571451,73.06161783043132,60.5,56.0,51.0,16.5,42.5,16.5,7.5,16.0312195418814,16.0312195418814,16.0,61.0,59.0,65.00769185258002
12,12,18.110770276274835,112.16059914247963,10.0,23.021728866442675,30.01666203960727,33.06055050963308,39.11521443121589,90.19977827023745,67.1863081289633,58.0,57.0,51.0,15.0,36.0,11.0,7.0,17.029386365926403,15.0,16.0,61.0,59.0,63.0317380372777
13,13,15.033296378372908,110.16351483136329,12.0,25.019992006393608,31.0,33.06055050963308,36.05551275463989,88.09086218218096,63.071388124885914,55.5,56.0,50.0,17.0,35.0,9.0,6.0,17.029386365926403,16.0312195418814,15.5,61.0,58.0,64.03124237432849
14,14,16.0312195418814,107.11675872616759,13.0,29.0,31.0,33.06055050963308,35.05709628591621,93.04837451562494,64.07027391856539,56.0,57.0,52.0,19.5,38.5,7.5,7.5,17.029386365926403,16.0,16.0,60.0,59.0,61.00819617067857
15,15,11.045361017187261,100.17983829094555,15.033296378372908,30.01666203960727,28.0178514522438,30.066592756745816,37.013511046643494,93.08598175880189,63.071388124885914,57.5,59.0,53.0,19.0,37.0,6.0,6.0,16.0312195418814,15.033296378372908,15.5,60.0,58.0,63.00793600809346
16,16,9.055385138137417,98.18350166906862,15.033296378372908,28.0,27.018512172212592,29.154759474226502,41.012193308819754,93.04837451562494,65.06919393998976,60.5,62.0,56.0,18.0,34.0,5.0,5.0,17.029386365926403,17.0,16.5,62.0,59.0,62.03224967708329
17,17,17.029386365926403,100.07996802557443,16.0312195418814,31.0,28.0,31.0,39.0,103.01941564578979,72.02777242147643,63.5,64.0,60.0,23.0,41.0,8.0,8.0,17.029386365926403,16.0,16.0,63.0,60.0,61.032778078668514
18,18,14.035668847618199,104.01922899156675,16.0,29.017236257093817,29.0,32.0,41.0,100.0199980003999,71.00704190430693,64.0,62.0,60.0,20.0,39.0,8.0,5.0,16.0312195418814,16.0312195418814,16.0,62.0,58.0,65.03076195155643
19,19,3.1622776601683795,105.00476179678711,14.0,20.0,27.018512172212592,28.0,47.01063709417264,84.0,64.0,62.5,57.0,58.0,10.5,26.5,4.5,1.5,17.11724276862369,16.0,16.0,62.0,54.0,64.07027391856539
20,20,4.0,109.01834707974616,15.0,24.0,28.0,30.01666203960727,47.042533945356304,90.0222194794152,66.03029607687671,64.0,59.0,61.0,13.0,30.0,4.0,1.0,17.11724276862369,16.0,16.5,62.0,53.0,66.12110101926616
21,21,20.024984394500787,115.15641536623133,15.033296378372908,26.019223662515376,32.0624390837628,35.05709628591621,38.01315561749642,99.02019995940222,73.00684899377592,63.0,55.0,61.0,20.0,41.0,13.0,5.0,16.1245154965971,15.033296378372908,15.0,63.0,51.0,64.1248781675256
22,22,24.0,117.27318534089538,13.0,24.020824298928627,33.13608305156178,36.22154055254967,37.05401462729781,98.04590761474952,74.02702209328699,62.0,51.0,59.0,18.0,43.0,15.0,4.0,15.132745950421556,15.033296378372908,15.0,62.0,47.0,63.198101237299845
23,23,24.0,120.41594578792295,12.041594578792296,24.08318915758459,34.132096331752024,37.21558813185679,38.118237105091836,98.18350166906862,74.10802925459562,62.0,49.0,59.0,16.0,44.0,16.0,4.0,15.297058540778355,16.0312195418814,15.5,66.0,47.0,65.27633568147036
24,24,27.018512172212592,121.69634341261039,13.038404810405298,26.076809620810597,34.132096331752024,37.21558813185679,39.11521443121589,105.23307464861035,79.1580697086532,65.5,49.0,62.0,16.5,49.5,19.5,3.5,15.132745950421556,15.132745950421556,15.0,67.0,46.0,64.4980619863884
25,25,36.05551275463989,120.93386622447825,14.035668847618199,28.071337695236398,33.24154027718932,38.3275357934736,40.19950248448356,118.3427226321923,90.27181176868004,72.0,52.0,67.0,19.5,58.5,25.5,5.5,15.297058540778355,16.1245154965971,16.0,68.0,45.0,67.36467917239716
26,26,42.04759208325728,119.5198728245642,13.152946437965905,29.154759474226502,34.36568055487916,40.44749683231337,39.20459156782532,123.4908903522847,94.33981132056604,73.0,51.0,70.0,21.5,62.5,27.5,7.5,15.297058540778355,15.297058540778355,15.5,70.0,43.0,68.73136110975832
27,27,37.013511046643494,116.40017182117903,12.165525060596439,29.274562336608895,35.510561809129406,39.6232255123179,35.35533905932738,113.63538181394033,84.38009243891595,65.5,50.0,68.0,24.0,54.0,19.0,10.0,15.524174696260024,15.297058540778355,15.0,70.0,43.0,65.62011886609167
28,28,21.095023109728988,111.80339887498948,13.038404810405298,29.154759474226502,33.54101966249684,36.87817782917155,33.37663853655727,96.62815324738438,67.47592163134935,56.5,45.0,65.0,22.0,41.0,7.0,7.0,15.524174696260024,16.1245154965971,16.0,70.0,44.0,66.75327707311455
29,29,9.0,110.8873302050329,14.035668847618199,27.073972741361768,31.400636936215164,33.37663853655727,36.345563690772494,86.37129152675674,59.30430001273095,54.5,47.0,61.0,18.0,32.0,1.0,3.0,16.278820596099706,16.1245154965971,15.5,70.0,45.0,64.77653896280658
30,30,1.0,112.64102272262978,14.035668847618199,23.08679276123039,29.154759474226502,31.144823004794873,40.311288741492746,78.40918313565064,55.326304774492215,54.5,46.0,58.0,12.0,26.0,1.0,1.0,15.297058540778355,15.132745950421556,15.5,70.0,45.0,62.96824596572466
31,31,6.0,112.53888216967503,15.033296378372908,25.019992006393608,30.066592756745816,32.14031735997639,41.30375285612676,87.28115489611719,62.289646009589745,59.0,49.0,60.0,13.5,32.5,3.5,0.5,16.492422502470642,15.132745950421556,15.5,64.0,37.0,59.53990258641679
32,32,11.0,108.46197490364999,16.0312195418814,29.068883707497267,29.154759474226502,33.24154027718932,40.19950248448356,96.25487000666512,67.1863081289633,61.5,53.0,63.0,18.0,38.0,6.0,2.0,16.278820596099706,16.1245154965971,16.0,70.0,48.0,61.5223536610881
33,33,10.0,102.39628899525607,15.033296378372908,27.073972741361768,28.071337695236398,31.144823004794873,43.289721643826724,95.33624704172071,68.26419266350405,63.0,54.0,63.0,15.5,36.5,6.5,0.5,16.492422502470642,16.1245154965971,16.0,71.0,48.0,60.8276253029822
34,34,6.0,102.3132444994293,15.033296378372908,26.076809620810597,28.071337695236398,30.14962686336267,46.2709412050371,93.34345183246653,67.26812023536856,64.0,56.0,64.0,14.0,33.0,3.0,1.0,17.46424919657298,16.1245154965971,16.0,70.0,47.0,61.5223536610881
