,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,99,D,I,ySEXdq9evnw,720,1280,168.25,23.976023976023978,4033,0.04170833333333333
