,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,0,1.0,53.0,5.0,9.0,13.038404810405298,15.033296378372908,13.152946437965905,28.071337695236398,19.1049731745428,18.5,12.0,12.0,1.0,16.0,6.0,5.0,9.055385138137417,9.055385138137417,9.0,28.0,25.0,30.01666203960727
1,1,1.0,53.0,5.0,9.0,14.035668847618199,16.0312195418814,13.038404810405298,28.0178514522438,19.026297590440446,18.5,12.0,12.0,1.0,16.0,6.0,5.0,9.055385138137417,9.055385138137417,9.0,26.0,25.0,29.017236257093817
2,2,1.0,52.0,5.0,9.0,14.0,15.033296378372908,13.038404810405298,28.0178514522438,19.026297590440446,18.5,12.0,12.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.5,28.0,26.0,29.017236257093817
3,3,1.0,53.0,5.0,10.0,14.035668847618199,16.0312195418814,13.038404810405298,29.017236257093817,19.026297590440446,18.5,12.0,12.0,1.0,17.0,6.0,5.0,9.219544457292887,9.0,9.0,27.0,25.0,28.0
4,4,1.0,53.009433122794285,5.0,10.0,15.0,15.0,13.152946437965905,29.068883707497267,19.1049731745428,18.5,13.0,12.0,0.5,16.5,5.5,4.5,9.055385138137417,9.055385138137417,9.0,27.0,25.0,30.066592756745816
5,5,1.0,52.0,5.0,10.0,13.0,15.0,13.152946437965905,29.068883707497267,19.1049731745428,18.5,12.0,12.0,1.0,17.0,6.0,5.0,9.055385138137417,9.0,9.0,26.0,24.0,30.01666203960727
6,6,1.0,53.0,5.0,9.0,13.038404810405298,15.033296378372908,13.152946437965905,28.071337695236398,19.1049731745428,18.5,12.0,12.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.0,27.0,25.0,28.0178514522438
7,7,1.0,53.0,5.0,9.0,13.038404810405298,15.033296378372908,13.152946437965905,28.071337695236398,19.1049731745428,18.5,12.0,12.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.0,27.0,25.0,28.0178514522438
8,8,1.0,53.0,5.0,9.0,14.0,15.0,13.152946437965905,28.071337695236398,19.1049731745428,18.5,12.0,12.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.5,27.0,25.0,29.017236257093817
9,9,1.4142135623730951,52.0,5.0,9.0,15.0,16.0312195418814,14.035668847618199,29.068883707497267,20.09975124224178,19.5,13.0,13.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.5,27.0,25.0,30.01666203960727
10,10,1.4142135623730951,53.0,5.0,9.0,16.0312195418814,17.0,14.035668847618199,29.068883707497267,20.09975124224178,19.5,13.0,13.0,1.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.0,26.0,25.0,29.017236257093817
11,11,2.0,52.0,5.0990195135927845,9.0,15.0,15.033296378372908,13.038404810405298,29.068883707497267,20.09975124224178,19.0,13.0,13.0,0.0,16.0,5.0,4.0,9.055385138137417,9.055385138137417,9.0,27.0,25.0,29.0
12,12,2.0,52.0,5.0,9.0,15.0,16.0,13.038404810405298,29.017236257093817,20.024984394500787,19.0,13.0,13.0,0.0,16.0,5.0,4.0,9.055385138137417,9.055385138137417,9.0,26.0,25.0,29.0
13,13,2.0,52.009614495783374,5.0,9.0,15.0,16.0,13.152946437965905,29.068883707497267,20.09975124224178,19.0,13.0,12.0,0.5,16.5,5.5,4.5,10.198039027185569,10.04987562112089,10.0,27.0,25.0,29.068883707497267
14,14,1.0,52.0,5.0,10.0,15.033296378372908,15.0,13.152946437965905,29.068883707497267,19.1049731745428,18.5,13.0,13.0,0.0,16.0,5.0,5.0,9.055385138137417,9.055385138137417,9.5,27.0,25.0,29.017236257093817
15,15,2.0,52.0,5.0,9.0,14.0,16.0,13.038404810405298,29.017236257093817,20.024984394500787,19.0,13.0,13.0,0.0,16.0,5.0,4.0,9.219544457292887,9.055385138137417,9.5,27.0,25.0,30.066592756745816
16,16,1.0,52.0,5.0,10.0,14.0,14.0,13.152946437965905,29.068883707497267,19.1049731745428,18.5,13.0,13.0,0.0,16.0,5.0,4.0,9.219544457292887,10.04987562112089,10.0,27.0,25.0,30.0
17,17,1.0,53.0,5.0,10.0,15.0,16.0,13.152946437965905,29.068883707497267,19.1049731745428,18.5,13.0,13.0,0.0,16.0,5.0,4.0,9.219544457292887,10.04987562112089,10.0,27.0,25.0,29.017236257093817
18,18,1.0,52.0,5.0,10.0,14.0,16.0,13.038404810405298,29.017236257093817,19.026297590440446,18.5,13.0,13.0,0.0,16.0,5.0,4.0,9.219544457292887,10.04987562112089,10.0,26.0,25.0,29.017236257093817
19,19,1.4142135623730951,52.0,5.0,10.0,14.0,15.033296378372908,13.038404810405298,29.068883707497267,19.1049731745428,18.5,13.0,13.0,0.0,16.0,5.0,4.0,9.219544457292887,9.055385138137417,9.0,26.0,26.0,29.017236257093817
20,20,1.0,52.0,4.0,10.0,15.0,15.0,14.142135623730951,29.068883707497267,19.1049731745428,18.5,13.0,13.0,1.0,16.0,5.0,4.0,9.055385138137417,9.055385138137417,9.5,27.0,25.0,29.017236257093817
21,21,1.4142135623730951,54.00925846556311,4.0,10.0,15.0,15.0,14.035668847618199,29.068883707497267,19.1049731745428,18.5,13.0,12.0,1.5,16.5,5.5,4.5,9.055385138137417,10.04987562112089,10.0,26.0,25.0,28.0178514522438
22,22,1.0,51.0,5.0,10.0,14.035668847618199,16.0312195418814,14.035668847618199,30.01666203960727,20.024984394500787,19.5,14.0,14.0,0.0,16.0,4.0,4.0,7.0710678118654755,6.082762530298219,6.5,27.0,24.0,30.066592756745816
23,23,2.0,52.009614495783374,4.0,10.0,14.035668847618199,15.0,14.142135623730951,30.066592756745816,20.09975124224178,19.0,15.0,14.0,0.5,15.5,4.5,3.5,3.1622776601683795,3.1622776601683795,3.0,27.0,25.0,31.016124838541646
