,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,217,5.0990195135927845,32.14031735997639,3.0,5.0990195135927845,8.06225774829855,9.055385138137416,8.06225774829855,21.213203435596427,16.1245154965971,13.5,14.0,11.0,4.5,8.5,3.5,2.5,3.1622776601683795,3.0,3.5,9.0,13.0,10.198039027185567,{}
1,218,4.123105625617661,30.14962686336267,3.0,6.0,8.06225774829855,9.055385138137416,6.082762530298219,19.1049731745428,13.152946437965904,11.0,13.0,10.0,5.5,7.5,1.5,2.5,4.0,4.123105625617661,3.5,9.0,12.0,10.04987562112089,{}
2,219,3.0,29.068883707497267,3.0,5.0990195135927845,9.0,9.055385138137416,6.324555320336759,17.26267650163207,12.16552506059644,10.5,12.0,10.0,5.0,6.0,1.0,2.0,4.0,3.0,3.0,8.0,10.0,11.0,{}
3,220,2.0,29.068883707497267,3.0,6.0,8.0,9.0,6.324555320336759,17.11724276862369,11.180339887498947,10.0,12.0,10.0,5.0,6.0,0.0,2.0,4.0,4.0,4.0,8.0,9.0,10.0,{}
4,221,1.4142135623730951,28.0713376952364,3.0,5.0,8.06225774829855,8.0,6.324555320336759,15.297058540778355,10.44030650891055,9.5,11.0,9.0,4.0,5.0,0.0,2.0,3.1622776601683795,3.0,3.0,8.0,9.0,9.0,{}
5,222,2.0,27.018512172212592,3.0,4.0,7.0,8.0,5.385164807134504,14.142135623730953,10.198039027185567,9.0,10.0,9.0,4.5,4.5,0.5,1.5,3.0,3.0,3.0,9.0,9.0,8.0,{}
6,223,1.0,26.019223662515376,3.0,5.0,8.0,7.0,5.385164807134504,14.142135623730953,9.219544457292889,8.5,10.0,9.0,4.5,4.5,0.5,1.5,3.1622776601683795,3.0,3.0,7.0,8.0,8.0,{}
7,224,2.0,26.019223662515376,3.0,4.123105625617661,8.0,7.0,5.385164807134504,14.317821063276352,10.198039027185567,9.0,10.0,9.0,4.5,4.5,0.5,1.5,3.1622776601683795,3.0,3.0,7.0,7.0,8.06225774829855,{}
8,225,1.0,25.019992006393608,3.0,5.0,7.0,8.06225774829855,5.385164807134504,14.142135623730953,9.219544457292889,8.5,10.0,9.0,4.5,4.5,0.5,1.5,2.23606797749979,3.0,3.0,7.0,8.0,7.071067811865476,{}
9,226,1.0,24.020824298928627,3.0,5.0990195135927845,7.0,7.0,5.385164807134504,14.317821063276352,9.219544457292889,8.5,10.0,9.0,4.5,4.5,0.5,1.5,3.0,2.0,2.0,7.0,8.0,7.0,{}
10,227,1.0,22.02271554554524,3.0,5.0990195135927845,6.0,7.0,4.47213595499958,13.341664064126334,8.246211251235321,7.5,9.0,8.0,4.5,4.5,0.5,1.5,2.0,3.0,3.0,5.0,7.0,7.071067811865476,{}
11,228,1.4142135623730951,21.02379604162864,2.23606797749979,5.0990195135927845,7.0,6.082762530298219,4.123105625617661,12.16552506059644,7.071067811865476,6.5,8.0,7.0,3.5,4.5,0.5,1.5,3.0,2.0,2.0,6.0,7.0,7.0,{}
12,229,1.0,22.0,2.0,4.0,6.0,7.0,4.123105625617661,11.04536101718726,7.071067811865476,6.5,7.0,7.0,3.0,4.0,0.0,1.0,3.0,3.0,2.5,6.0,6.0,7.071067811865476,{}
13,230,1.4142135623730951,18.110770276274835,2.0,4.0,6.0,6.0,4.123105625617661,11.180339887498947,7.280109889280518,6.5,9.0,7.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,6.0,6.0,7.071067811865476,{}
14,231,2.0,20.0,2.0,4.0,6.0,6.0,4.47213595499958,12.16552506059644,8.246211251235321,7.0,8.0,8.0,4.0,4.0,1.0,2.0,2.23606797749979,2.0,2.0,6.0,6.0,6.0,{}
15,232,2.0,17.029386365926403,2.0,3.0,5.0,5.0,7.071067811865476,10.04987562112089,7.071067811865476,8.0,11.0,10.0,3.5,0.5,3.5,1.5,3.1622776601683795,2.0,2.0,6.0,6.0,6.0,{}
16,299,24.0,84.29116205154607,5.0,11.0,22.02271554554524,24.08318915758459,17.029386365926403,57.0087712549569,46.01086828130936,34.0,20.0,27.0,6.5,33.5,19.5,1.5,8.06225774829855,7.0,7.0,36.0,21.0,36.013886210738214,{}
17,366,5.0990195135927845,40.311288741492746,4.123105625617661,8.06225774829855,10.04987562112089,11.04536101718726,11.180339887498947,28.442925306655784,20.39607805437113,17.5,14.0,9.0,0.5,16.5,7.5,2.5,2.23606797749979,2.8284271247461903,2.0,12.0,20.0,19.235384061671343,{}
18,367,5.0,38.3275357934736,4.123105625617661,8.246211251235321,10.04987562112089,11.04536101718726,10.198039027185567,27.459060435491963,19.235384061671343,16.5,14.0,9.0,1.5,15.5,6.5,1.5,2.0,2.23606797749979,1.5,11.0,19.0,18.24828759089466,{}
19,368,4.0,37.12142238654117,4.123105625617661,8.06225774829855,10.04987562112089,11.04536101718726,10.198039027185567,26.30589287593181,18.24828759089466,16.0,12.0,9.0,0.5,15.5,7.5,2.5,1.4142135623730951,2.23606797749979,2.0,11.0,19.0,18.110770276274835,{}
20,369,4.0,35.22782990761707,4.123105625617661,8.06225774829855,9.055385138137416,10.04987562112089,10.198039027185567,26.30589287593181,18.24828759089466,16.0,13.0,9.0,1.0,15.0,6.0,2.0,2.23606797749979,2.8284271247461903,2.0,11.0,18.0,16.1245154965971,{}
21,369,5.0,30.59411708155671,2.23606797749979,5.0990195135927845,7.071067811865476,8.246211251235321,8.0,20.09975124224178,15.033296378372908,12.5,6.0,12.0,1.0,11.0,4.0,1.0,2.23606797749979,2.23606797749979,2.0,16.0,8.0,14.142135623730953,{}
22,370,3.0,33.37663853655727,4.123105625617661,8.06225774829855,9.055385138137416,10.04987562112089,9.219544457292889,24.33105012119288,16.278820596099706,14.5,13.0,8.0,1.5,13.5,5.5,1.5,1.4142135623730951,2.8284271247461903,2.0,10.0,17.0,16.1245154965971,{}
23,370,5.0,29.42787793912432,2.0,5.0990195135927845,7.280109889280518,8.246211251235321,8.06225774829855,20.09975124224178,15.033296378372908,12.5,6.0,11.0,0.5,11.5,4.5,1.5,2.23606797749979,2.0,2.0,15.0,7.0,14.142135623730953,{}
24,371,3.1622776601683795,34.23448553724738,4.0,7.0,9.055385138137416,9.0,9.219544457292889,23.194827009486403,16.278820596099706,14.5,12.0,8.0,1.0,13.0,6.0,2.0,1.0,2.8284271247461903,1.5,9.0,16.0,16.1245154965971,{}
25,371,5.0990195135927845,27.65863337187866,2.0,4.0,7.071067811865476,8.246211251235321,7.071067811865476,18.110770276274835,14.142135623730953,11.5,5.0,11.0,1.0,10.0,4.0,1.0,2.23606797749979,2.0,2.0,15.0,7.0,15.297058540778355,{}
26,372,3.0,33.13608305156178,4.123105625617661,7.071067811865476,9.0,9.055385138137416,9.055385138137416,23.194827009486403,16.1245154965971,14.5,11.0,8.0,0.5,13.5,6.5,2.5,2.23606797749979,2.23606797749979,1.0,10.0,16.0,16.1245154965971,{}
27,372,5.0,27.65863337187866,2.23606797749979,4.123105625617661,7.071067811865476,7.280109889280518,6.0,17.11724276862369,13.038404810405298,10.5,4.0,10.0,1.0,10.0,4.0,1.0,2.23606797749979,2.0,2.0,15.0,8.0,13.152946437965904,{}
28,373,5.0,25.495097567963924,3.1622776601683795,5.0990195135927845,7.280109889280518,7.280109889280518,6.0,19.1049731745428,14.0356688476182,11.5,6.0,11.0,2.5,10.5,4.5,0.5,2.23606797749979,3.1622776601683795,2.5,14.0,7.0,13.152946437965904,{}
29,373,4.0,33.24154027718932,3.1622776601683795,7.071067811865476,9.055385138137416,9.055385138137416,8.06225774829855,22.20360331117452,15.132745950421556,13.0,10.0,6.0,0.0,14.0,7.0,2.0,2.23606797749979,1.4142135623730951,1.5,9.0,15.0,15.132745950421556,{}
30,374,3.0,30.26549190084312,3.0,7.071067811865476,8.06225774829855,9.055385138137416,9.219544457292889,22.20360331117452,15.132745950421556,13.5,12.0,8.0,1.0,12.0,5.0,1.0,1.0,2.8284271247461903,2.0,8.0,14.0,15.132745950421556,{}
31,374,5.0990195135927845,28.635642126552707,3.0,7.0,10.198039027185567,10.198039027185567,4.0,19.026297590440446,12.041594578792296,9.5,4.0,10.0,3.0,12.0,3.0,0.0,1.4142135623730951,2.23606797749979,2.0,15.0,8.0,12.16552506059644,{}
32,375,2.0,30.14962686336267,4.0,7.071067811865476,8.0,8.06225774829855,8.246211251235321,21.213203435596427,14.142135623730953,13.0,10.0,7.0,0.5,12.5,5.5,2.5,2.23606797749979,1.4142135623730951,1.0,8.0,15.0,15.132745950421556,{}
33,375,4.0,24.515301344262525,2.23606797749979,4.0,6.324555320336759,7.071067811865476,6.0,16.0312195418814,12.041594578792296,10.0,4.0,9.0,0.5,9.5,4.5,1.5,1.4142135623730951,2.0,1.5,13.0,7.0,13.152946437965904,{}
