,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,213,D,L,30_seconds_self-introduction_sample_video_for_Online_Teaching_others_2,720,1280,1.07,29.97002997002997,32,0.0333666666666666
