,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,84,0,0,0.0,25.387942840926996,141.76513517098462,14.809633323874095,25.38794284092694,38.081914261390466,40.19757616480092,46.59262028935806,112.1500381792869,86.76793495878037,74.04816661937036,80.39515232960213,82.5108142330127,34.90842140627461,30.67709759945342,3.17349285511591,20.098788082400517,14.809633323874095,16.925295227284607,16.925295227284607,50.775885681853964,55.00720948867513,59.23853329549638
1,84,1,0,0.0434782608695652,23.39895963963346,140.39375783780042,17.017425192460678,27.653315937748573,38.34824944236857,40.41638483209408,46.99090120842641,114.946377425554,87.31800724444113,75.51482429154424,82.95994781324583,82.95994781324583,36.16202853397897,31.907672235863743,2.1271781490575563,19.14460334151829,14.890247043403122,12.93911954035662,13.826657968874315,53.17945372643959,57.43381002455476,57.43381002455476
2,84,2,0,0.0869565217391304,27.499373923470444,143.84287898430694,17.05438772983527,25.472023996695675,40.24702090913447,44.42206556868291,44.47240220304028,114.24775337491396,88.84413113736605,75.09444417563083,78.26744885910813,78.26744885910813,33.845383290425104,35.96071974607679,8.46134582260629,16.922691645212524,10.576682278257863,10.78614186518159,10.576682278257863,52.883411391289286,57.1140843025924,54.99874784694089
3,84,3,0,0.1304347826086956,35.27702205165628,142.93612636769058,16.572304506398893,24.85845675959831,41.48251739019414,43.5022993292971,41.48251739019414,118.07766960809215,93.21921284849384,75.61113931044497,78.71844640539479,78.71844640539479,37.287685139397524,39.359223202697365,12.429228379799213,20.71538063299863,10.562813007916203,12.429228379799156,11.393459348149236,53.859989645796475,58.003065772396184,60.110309398334714
4,84,4,0,0.1739130434782608,33.503720910979325,146.59373524076295,16.882227094460923,27.22177324017059,39.78566858178783,44.02346219175478,46.115182208739476,123.544970859236,96.32319761906541,79.57133716357572,79.57133716357572,81.66531972051195,34.55071218944738,42.92664241719217,13.610886620085353,19.892834290893916,8.375930227744789,10.469912784681014,11.516904063149127,58.63151159421372,58.63151159421372,54.44354648034118
5,84,5,0,0.217391304347826,32.65263623979922,140.8736346913126,14.430562817987239,24.574362970527627,38.82867338817618,40.86678319633081,44.8973748297239,116.39660123666239,91.85821206752217,75.50922130453563,75.50922130453563,79.5908008345105,32.652636239799165,38.77500553476153,12.244738589924737,18.367107884887048,8.414391760722715,10.203948824937243,9.183553942443552,55.101323654661144,51.01974412468624,53.09976534338066
6,84,6,0,0.2608695652173912,20.93208287642375,144.49203181297486,14.652458013496641,25.205565568757468,37.909614437885566,39.7709574652049,46.05058232813218,106.77414234754201,81.63512321805257,71.16908177984072,75.35549835512546,79.5419149304102,31.398124314635652,29.30491602699317,2.093208287642369,14.652458013496641,8.372833150569477,10.673309904702613,10.466041438211903,56.51662376634411,50.236998903417,58.64719886176974
7,84,7,0,0.3043478260869564,8.498426608846371,142.28054499838538,14.428198465813637,24.73405451282332,35.100480891229736,37.15829241504435,45.34576660684286,92.77560349871686,68.04987261097234,63.89630749146039,72.14099232906818,76.26333474787208,28.856396931627273,18.550540884617476,8.244684837607792,14.428198465813637,12.367027256411632,14.574681393545884,13.397612861112634,55.6516226538526,49.468109025646754,53.74876922347064
8,84,8,0,0.3478260869565215,8.589337397965892,143.87799974594088,16.66576251570899,27.08186408802709,35.4759636203477,37.55578830943408,43.79719900106062,95.82813446532657,68.74627037729948,64.57982974837228,68.74627037729948,74.99593132069032,28.123474245258876,23.95703361633167,5.208050786159049,11.457711729549885,12.499321886781729,14.730592110628006,14.58254220124536,54.16372817605409,47.91406723266323,56.40105000803915
9,84,9,0,0.3913043478260867,6.587721061637251,139.63793290335693,18.748982830172565,29.16508440249072,35.414745345881556,39.63596964943592,49.99728754712686,104.18184584352184,75.02485935699103,71.87110084899484,74.99593132069026,79.16237194961752,27.081864088027032,27.08186408802709,4.166440628927205,10.416101572318098,12.499321886781729,12.671734471175402,13.540932044013573,54.16372817605409,49.99728754712686,60.449296040368054
10,84,10,0,0.4347826086956519,6.249660943390836,139.63793290335693,14.730592110628006,27.08186408802709,35.4759636203477,37.49796566034502,54.203775300324544,102.0777954087174,74.99593132069032,71.8711008489949,72.91271100622669,77.07915163515395,20.832203144636196,27.08186408802709,4.166440628927205,6.249660943390836,14.58254220124536,16.795459121697217,16.665762515708934,54.16372817605409,49.99728754712686,64.61342133958968
11,84,11,0,0.4782608695652171,8.290155440414537,140.99358633529474,16.580310880829018,31.0880829015544,33.225325475401746,37.36322565247636,51.81347150259069,107.77202072538864,76.68393782383424,72.53886010362697,74.61139896373061,78.75647668393782,24.870466321243498,31.088082901554458,2.0725388601035775,8.29015544041448,14.507772020725383,14.507772020725383,14.507772020725383,51.81347150259066,49.74093264248705,62.21069852768334
12,84,12,0,0.5217391304347824,12.605238991368786,153.40534841814238,14.506019674461243,20.722885249230274,39.37348197353754,41.49754537248679,53.919338623236385,101.54213772122847,80.8192524719982,74.60238689722911,72.5300983723061,76.67467542215212,20.72288524923033,26.93975082399936,4.144577049846077,8.289154099692098,14.506019674461243,14.506019674461243,15.542163936922748,55.95179017292185,49.73492459815276,64.37450147348089
13,84,13,0,0.5652173913043476,4.165254534034773,162.49831875215907,14.578390869121677,16.79067782032876,39.5699180733302,41.70457852158487,56.230936209469405,91.65926291242569,74.97458161262585,72.89195434560844,68.72669981157367,72.89195434560844,14.57839086912162,20.82627267017392,5.684341886080802e-14,2.082627267017358,16.79067782032876,18.74364540315645,18.743645403156393,56.23093620946938,49.98305440841722,58.46213330575221
14,84,14,0,0.6086956521739127,0.0,160.39247257104228,16.658534601451265,18.74085142663273,41.64633650362839,41.69836192866435,52.057920629535374,87.45730665761937,68.71645523098664,68.71645523098664,64.55182158062382,68.71645523098664,14.576217776269857,20.82316825181414,2.082316825181408,2.082316825181408,12.493900951088506,14.724203476646212,14.576217776269914,56.22255427989819,47.89328697917253,62.608171973249384
