,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,188,D,L,museu_da_pessoa_6_others_1,720,1280,1.2,29.97002997002997,35,0.0333666666666666
