,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,161,4.0,30.265491900843113,3.1622776601683795,6.082762530298219,9.055385138137417,8.06225774829855,7.0710678118654755,20.223748416156685,14.142135623730951,12.0,14.0,10.0,5.0,8.0,2.0,3.0,4.0,4.123105625617661,4.0,8.0,11.0,11.0
1,162,4.0,29.068883707497267,4.0,5.0990195135927845,8.06225774829855,9.0,5.0990195135927845,18.110770276274835,13.038404810405298,11.0,12.0,10.0,6.0,7.0,1.0,3.0,4.0,3.0,3.5,9.0,10.0,10.0
2,163,3.0,29.068883707497267,3.0,5.0990195135927845,8.06225774829855,8.0,6.082762530298219,17.11724276862369,12.041594578792296,10.5,12.0,10.0,5.0,6.0,1.0,3.0,4.0,4.0,4.0,9.0,9.0,10.0
3,164,3.0,25.079872407968907,3.0,5.0990195135927845,7.0710678118654755,7.0,5.385164807134504,16.278820596099706,11.180339887498949,9.5,11.0,9.0,5.0,6.0,1.0,2.0,4.0,3.0,3.5,8.0,9.0,10.04987562112089
4,165,2.0,26.076809620810597,3.1622776601683795,6.0,7.0710678118654755,8.06225774829855,5.0990195135927845,16.1245154965971,10.198039027185569,9.0,11.0,9.0,5.0,6.0,0.0,3.0,4.0,4.0,4.0,8.0,9.0,9.055385138137417
5,166,3.0,24.08318915758459,2.0,5.0990195135927845,7.0710678118654755,7.0710678118654755,5.0990195135927845,15.132745950421556,10.04987562112089,8.5,11.0,9.0,5.0,5.0,0.0,3.0,3.1622776601683795,3.0,3.0,8.0,9.0,8.0
6,167,2.0,23.08679276123039,3.0,5.0990195135927845,7.0,7.0710678118654755,5.0990195135927845,15.132745950421556,10.04987562112089,9.0,11.0,9.0,5.0,5.0,0.0,2.0,3.0,3.0,3.5,7.0,7.0,8.0
7,168,2.23606797749979,22.090722034374522,3.0,5.0,6.0,6.082762530298219,5.0990195135927845,15.132745950421556,10.198039027185569,9.0,12.0,10.0,6.0,4.0,1.0,3.0,4.123105625617661,3.1622776601683795,3.0,9.0,9.0,8.0
8,169,1.0,23.021728866442675,3.0,5.0,6.082762530298219,7.0,5.385164807134504,14.142135623730951,9.219544457292887,8.5,10.0,9.0,4.5,4.5,0.5,2.5,3.1622776601683795,4.123105625617661,4.0,8.0,7.0,8.0
9,170,1.0,21.095023109728988,3.0,5.0990195135927845,6.0,7.0,5.385164807134504,14.317821063276353,9.219544457292887,8.5,11.0,9.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,7.0,7.0,7.0
10,171,2.0,21.0,3.0,4.0,6.0,6.0,4.47213595499958,13.152946437965905,9.219544457292887,8.0,9.0,9.0,5.0,4.0,1.0,2.0,3.0,2.0,2.5,7.0,7.0,7.0
11,172,2.0,22.0,3.0,4.0,6.0,7.0,4.123105625617661,13.038404810405298,9.055385138137417,8.0,8.0,8.0,4.0,5.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,8.0
12,173,1.0,18.24828759089466,2.0,4.123105625617661,5.0,5.0,5.0990195135927845,12.165525060596439,8.06225774829855,7.5,11.0,8.0,4.5,2.5,0.5,2.5,3.1622776601683795,2.23606797749979,2.5,6.0,6.0,6.0
13,174,2.0,18.027756377319946,2.0,4.123105625617661,6.0,5.0,4.47213595499958,12.36931687685298,8.246211251235321,7.0,8.0,7.0,3.5,4.5,0.5,1.5,3.0,3.0,3.0,7.0,7.0,7.0
14,175,1.0,15.132745950421556,2.0,4.123105625617661,5.0990195135927845,5.0990195135927845,5.0990195135927845,12.165525060596439,8.06225774829855,7.5,11.0,9.0,5.0,2.0,2.0,3.0,3.0,2.0,2.5,6.0,6.0,6.0
15,246,6.324555320336759,33.24154027718932,3.1622776601683795,4.123105625617661,8.54400374531753,9.486832980505138,8.54400374531753,22.135943621178654,18.027756377319946,14.0,19.0,10.0,6.5,6.5,3.5,5.5,4.123105625617661,3.1622776601683795,3.0,3.0,15.0,12.083045973594572
16,266,3.1622776601683795,47.095647357266465,5.0,8.0,10.04987562112089,11.180339887498949,14.142135623730951,30.14962686336267,22.20360331117452,20.5,20.0,17.0,4.5,11.5,3.5,0.5,10.04987562112089,11.180339887498949,11.0,18.0,20.0,30.01666203960727
17,268,2.0,45.39823785126467,6.0,9.0,9.055385138137417,11.40175425099138,12.165525060596439,29.068883707497267,20.09975124224178,19.0,22.0,16.0,7.0,10.0,3.0,2.0,9.0,9.219544457292887,9.5,15.0,23.0,29.0
18,269,3.0,45.70557952810576,6.0,8.06225774829855,10.198039027185569,12.36931687685298,13.038404810405298,30.0,22.02271554554524,20.5,25.0,17.0,8.0,9.0,2.0,3.0,10.0,10.198039027185569,10.0,13.0,23.0,31.064449134018133
19,309,4.0,39.45883931389772,4.0,9.219544457292887,10.04987562112089,11.180339887498949,12.36931687685298,29.427877939124322,20.223748416156685,18.0,16.0,10.0,1.0,16.0,7.0,2.0,2.23606797749979,2.8284271247461903,2.0,11.0,20.0,20.09975124224178
20,310,4.0,39.45883931389772,4.123105625617661,8.06225774829855,10.198039027185569,11.045361017187261,11.180339887498949,27.294688127912362,19.235384061671343,17.0,14.0,8.0,0.0,16.0,8.0,2.0,1.0,2.23606797749979,2.0,11.0,20.0,18.24828759089466
21,311,5.0990195135927845,38.2099463490856,4.0,7.0,10.04987562112089,11.045361017187261,10.198039027185569,26.1725046566048,19.235384061671343,16.5,12.0,8.0,0.0,16.0,8.0,3.0,2.0,2.23606797749979,1.5,11.0,19.0,19.026297590440446
22,312,5.0,34.36568055487916,3.1622776601683795,7.0710678118654755,9.055385138137417,10.04987562112089,11.180339887498949,26.30589287593181,19.235384061671343,16.5,14.0,9.0,0.5,14.5,7.5,1.5,2.23606797749979,2.8284271247461903,1.5,10.0,17.0,17.11724276862369
23,312,7.0710678118654755,30.59411708155671,2.0,4.123105625617661,8.246211251235321,9.219544457292887,7.0710678118654755,20.223748416156685,16.1245154965971,12.5,6.0,12.0,2.0,11.0,5.0,1.0,2.23606797749979,2.0,2.0,16.0,8.0,16.1245154965971
24,313,3.0,35.35533905932738,4.0,8.06225774829855,8.06225774829855,9.055385138137417,9.219544457292887,24.186773244895647,16.1245154965971,14.5,12.0,7.0,0.5,14.5,6.5,2.5,2.23606797749979,2.23606797749979,2.0,10.0,17.0,16.1245154965971
25,314,4.0,33.37663853655727,4.123105625617661,7.0710678118654755,8.246211251235321,9.055385138137417,9.219544457292887,24.331050121192877,17.26267650163207,15.0,13.0,8.0,1.5,13.5,6.5,0.5,1.4142135623730951,2.23606797749979,1.0,9.0,16.0,16.1245154965971
26,314,6.082762530298219,27.65863337187866,2.0,4.0,7.280109889280518,8.246211251235321,7.0710678118654755,19.1049731745428,15.132745950421556,12.0,5.0,11.0,1.0,11.0,5.0,1.0,2.23606797749979,2.0,2.0,16.0,8.0,14.142135623730951
27,315,4.0,32.14031735997639,3.1622776601683795,7.0710678118654755,8.0,9.055385138137417,9.055385138137417,23.194827009486403,16.1245154965971,14.0,11.0,8.0,0.5,13.5,6.5,2.5,2.23606797749979,2.23606797749979,1.0,10.0,16.0,15.033296378372908
28,315,5.0,26.68332812825267,2.23606797749979,4.123105625617661,7.280109889280518,8.246211251235321,6.0,17.11724276862369,13.038404810405298,10.5,4.0,10.0,1.0,10.0,5.0,1.0,2.23606797749979,2.0,2.0,14.0,7.0,13.152946437965905
29,316,4.0,30.265491900843113,2.23606797749979,7.0710678118654755,8.0,8.06225774829855,9.055385138137417,22.20360331117452,15.132745950421556,13.0,10.0,6.0,1.0,14.0,7.0,3.0,1.4142135623730951,2.23606797749979,2.0,9.0,16.0,16.0312195418814
30,316,2.0,24.515301344262525,2.23606797749979,4.123105625617661,7.0710678118654755,8.246211251235321,4.123105625617661,12.041594578792296,8.0,7.0,0.0,5.0,1.5,9.5,3.5,3.5,2.23606797749979,2.0,2.0,15.0,8.0,12.165525060596439
31,317,3.0,31.400636936215164,3.1622776601683795,6.082762530298219,8.06225774829855,8.06225774829855,9.055385138137417,21.213203435596427,15.132745950421556,13.5,11.0,6.0,0.5,12.5,6.5,2.5,1.4142135623730951,2.8284271247461903,2.0,8.0,15.0,15.033296378372908
32,318,3.1622776601683795,31.400636936215164,3.0,6.0,8.06225774829855,8.06225774829855,8.246211251235321,20.223748416156685,14.317821063276353,12.5,10.0,5.0,0.5,12.5,6.5,2.5,2.23606797749979,1.4142135623730951,1.0,8.0,15.0,14.142135623730951
33,319,3.0,30.265491900843113,3.1622776601683795,6.082762530298219,7.0710678118654755,8.0,8.06225774829855,20.223748416156685,14.142135623730951,12.5,10.0,6.0,0.0,12.0,6.0,2.0,2.23606797749979,2.23606797749979,2.0,8.0,14.0,14.035668847618199
34,320,3.0,27.294688127912362,2.0,6.082762530298219,7.0710678118654755,8.0,9.219544457292887,20.223748416156685,14.142135623730951,12.5,11.0,7.0,0.0,11.0,5.0,1.0,2.0,2.23606797749979,2.0,8.0,14.0,13.038404810405298
35,321,4.0,28.284271247461902,2.23606797749979,6.082762530298219,7.0710678118654755,7.0,8.06225774829855,20.223748416156685,14.142135623730951,12.0,10.0,6.0,0.0,12.0,6.0,1.0,1.0,1.4142135623730951,1.0,8.0,14.0,14.142135623730951
