,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,0,15.0,69.0,6.0,14.035668847618199,18.0,20.0,12.041594578792296,47.042533945356304,33.015148038438355,25.5,18.0,18.0,6.0,29.0,14.0,0.0,8.06225774829855,9.0,9.0,33.0,32.0,38.01315561749642
1,1,15.0,70.0,6.0,14.035668847618199,18.0,20.0,12.041594578792296,47.042533945356304,33.015148038438355,25.5,18.0,18.0,6.0,29.0,14.0,0.0,8.06225774829855,9.0,9.0,33.0,32.0,38.01315561749642
2,2,15.0,70.0,6.0,14.035668847618199,18.0,20.0,12.041594578792296,47.042533945356304,33.015148038438355,25.5,18.0,18.0,6.0,29.0,14.0,0.0,8.06225774829855,9.0,9.0,33.0,32.0,38.01315561749642
3,3,15.0,69.0,6.082762530298219,15.033296378372908,18.0,20.0,13.038404810405298,49.09175083453431,34.058772731852805,26.5,19.0,19.0,6.0,30.0,14.0,1.0,6.082762530298219,6.082762530298219,6.0,33.0,31.0,36.013886210738214
4,4,16.0312195418814,69.00724599634447,6.0,14.0,17.0,19.0,12.041594578792296,48.041648597857254,34.058772731852805,26.0,18.0,19.0,6.5,29.5,14.5,1.5,2.0,3.0,3.0,32.0,27.0,32.0624390837628
5,5,17.029386365926403,69.00724599634447,6.0,13.038404810405298,17.0,19.0,12.041594578792296,48.093658625644196,35.05709628591621,26.5,18.0,19.0,6.5,29.5,15.5,1.5,2.23606797749979,3.1622776601683795,2.5,30.0,25.0,30.066592756745816
6,6,18.0,66.0,7.0710678118654755,14.035668847618199,17.029386365926403,20.024984394500787,11.045361017187261,50.08991914547278,36.05551275463989,27.0,20.0,20.0,9.0,30.0,15.0,2.0,2.0,3.1622776601683795,3.0,32.0,26.0,32.01562118716424
7,7,16.0312195418814,62.0,8.06225774829855,14.035668847618199,17.029386365926403,19.0,10.0,48.093658625644196,34.058772731852805,26.0,21.0,21.0,11.0,27.0,11.0,3.0,4.123105625617661,4.123105625617661,4.0,32.0,28.0,35.014282800023196
8,8,20.0,59.0,6.082762530298219,13.038404810405298,17.0,19.0,12.0,51.03920062069938,38.01315561749642,28.0,23.0,23.0,11.0,28.0,14.0,5.0,6.082762530298219,6.0,6.0,33.0,30.0,33.015148038438355
9,9,16.0,58.008620049092706,8.06225774829855,14.0,14.0,16.0,12.0,50.00999900019995,36.013886210738214,28.0,24.0,23.0,11.5,26.5,11.5,3.5,8.06225774829855,8.0,8.0,33.0,31.0,35.014282800023196
10,10,19.0,62.03224967708329,8.06225774829855,14.035668847618199,17.029386365926403,18.0,11.045361017187261,52.08646657242167,38.05259518088089,28.5,21.0,23.0,11.0,30.0,14.0,3.0,7.0710678118654755,8.0,7.5,33.0,31.0,34.0
11,11,16.0,59.00847396772772,8.06225774829855,14.035668847618199,15.0,17.0,12.0,50.039984012787215,36.013886210738214,28.0,23.0,24.0,11.5,26.5,11.5,4.5,7.0710678118654755,8.0,8.0,32.0,29.0,35.0
12,12,12.0,56.0357029044876,9.055385138137417,15.033296378372908,15.033296378372908,17.0,11.0,47.042533945356304,32.01562118716424,26.0,23.0,25.0,13.0,23.0,7.0,4.0,8.06225774829855,8.0,8.0,33.0,30.0,35.0
13,13,7.0,54.08326913195984,10.04987562112089,15.0,13.038404810405298,15.033296378372908,12.041594578792296,44.04543109109048,29.068883707497267,25.5,23.0,26.0,12.5,19.5,3.5,2.5,8.06225774829855,9.0,8.5,33.0,30.0,35.014282800023196
14,14,6.0,53.150729063673246,9.0,15.033296378372908,14.035668847618199,16.0312195418814,12.041594578792296,42.04759208325728,27.018512172212592,24.0,22.0,26.0,12.0,18.0,1.0,3.0,8.06225774829855,8.0,8.5,33.0,29.0,34.0
15,15,4.0,54.230987451824994,11.0,15.033296378372908,14.035668847618199,16.0312195418814,11.180339887498949,41.10960958218893,26.076809620810597,24.0,22.0,27.0,13.5,16.5,0.5,2.5,7.0710678118654755,8.0,8.0,34.0,28.0,33.015148038438355
16,16,4.0,56.32051136131489,10.0,14.035668847618199,13.038404810405298,15.033296378372908,11.180339887498949,39.11521443121589,25.079872407968907,23.0,21.0,27.0,13.0,15.0,1.0,2.0,8.06225774829855,8.0,8.0,34.0,28.0,32.0
17,17,6.0,57.3149195236284,11.045361017187261,14.035668847618199,13.038404810405298,15.033296378372908,10.04987562112089,41.10960958218893,27.073972741361768,24.0,22.0,28.0,15.0,16.0,0.0,4.0,8.06225774829855,8.06225774829855,8.0,33.0,27.0,32.01562118716424
18,18,7.0,58.215118311311535,11.045361017187261,15.033296378372908,14.035668847618199,16.1245154965971,11.045361017187261,44.10215414239989,29.068883707497267,25.5,24.0,29.0,15.5,17.5,0.5,4.5,8.06225774829855,9.0,9.0,32.0,27.0,34.0147027033899
19,19,11.0,56.22277118748239,10.0,14.035668847618199,14.035668847618199,15.132745950421556,10.198039027185569,45.09988913511872,31.064449134018133,25.5,24.0,29.0,16.5,18.5,2.5,5.5,8.06225774829855,9.0,9.0,34.0,27.0,33.015148038438355
20,20,11.0,57.3149195236284,10.04987562112089,15.0,13.152946437965905,16.1245154965971,10.198039027185569,46.09772228646444,31.144823004794873,25.5,24.0,30.0,17.0,19.0,3.0,6.0,8.06225774829855,9.055385138137417,9.0,33.0,26.0,32.0624390837628
