,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,17,D,I,2q_eNp4mDGU_others_3,720,1280,1.0,29.97002997002997,29,0.03336666666666667
