,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,237,D,L,How_To_Introduce_Yourself_In_An_Interview!_(The_BEST_ANSWER!)_others_8,720,1280,1.27,29.97002997002997,38,0.0333666666666666
