,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,154,D,I,museu_da_pessoa_2_others_6,720,1280,1.3,29.97002997002997,38,0.03336666666666667
