,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,52,D,I,8hDfY5JR4Ic_happy_2,720,1280,1.02,29.97002997002997,30,0.03336666666666667
