,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,0,4.0,28.0178514522438,2.0,3.0,6.0,7.0,8.0,17.0,14.0,12.0,11.0,12.0,3.5,5.5,2.5,1.5,3.0,2.0,2.5,8.0,6.0,11.045361017187261
1,1,4.0,27.018512172212592,2.0,2.23606797749979,7.0710678118654755,7.0,8.0,16.0312195418814,14.0,12.0,11.0,12.0,3.5,4.5,2.5,1.5,3.0,3.0,3.0,8.0,6.0,11.0
2,2,5.0990195135927845,27.018512172212592,2.0,2.0,7.0,7.0,8.0,17.029386365926403,15.033296378372908,12.5,11.0,12.0,3.5,5.5,2.5,1.5,3.0,2.0,2.5,8.0,6.0,12.041594578792296
3,3,5.0,28.0178514522438,2.0,2.0,7.0,8.0,8.0,17.0,15.0,12.5,11.0,12.0,3.5,5.5,2.5,1.5,3.0,2.0,2.5,7.0,6.0,12.0
4,4,5.0,27.018512172212592,2.0,2.23606797749979,6.0,7.0,8.0,17.029386365926403,15.0,12.5,11.0,12.0,3.5,5.5,2.5,1.5,3.1622776601683795,2.23606797749979,2.5,7.0,5.0,11.045361017187261
5,5,4.0,27.073972741361768,2.0,2.0,6.082762530298219,7.0,7.0,15.0,13.0,11.0,9.0,11.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,8.0,5.0,12.041594578792296
6,6,5.0,26.076809620810597,1.0,2.23606797749979,6.0,7.0,8.0,16.0312195418814,14.0,11.5,10.0,12.0,3.0,5.0,3.0,2.0,3.0,2.0,2.5,8.0,6.0,11.045361017187261
7,7,5.0,26.076809620810597,2.0,2.0,6.082762530298219,7.0710678118654755,7.0,16.0,14.0,11.5,9.0,11.0,3.0,6.0,3.0,1.0,2.23606797749979,2.0,2.0,8.0,5.0,12.041594578792296
8,8,5.0,26.076809620810597,1.0,2.0,6.0,7.0,8.0,16.0,14.0,11.5,10.0,12.0,3.0,5.0,2.0,2.0,2.0,2.0,2.5,8.0,6.0,12.041594578792296
9,9,5.0,25.079872407968907,1.0,2.0,6.0,7.0,8.0,16.0,14.0,11.5,10.0,12.0,3.0,5.0,3.0,2.0,3.0,3.0,2.5,8.0,5.0,12.0
