,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,249,D,I,How_to_Improve_Your_Communication_Skills_-4_Steps_others_3,720,1280,1.03,29.97002997002997,30,0.03336666666666667
