,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,98,D,L,wIQqiS4Wwi0,720,1280,48.69,29.97002997002997,1459,0.0333666666666666
